,GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD01_VD02,HD01_VD03,HD01_VD04,HD01_VD05,HD01_VD06,HD01_VD07,HD01_VD08,HD01_VD09,HD01_VD10,HD01_VD11,HD01_VD12,HD01_VD13,HD01_VD14,HD01_VD15,HD01_VD16,HD01_VD17,geometry
0,Id,Id2,Geography,Estimate; Total:,"Estimate; Total: - Less than $10,000","Estimate; Total: - $10,000 to $14,999","Estimate; Total: - $15,000 to $19,999","Estimate; Total: - $20,000 to $24,999","Estimate; Total: - $25,000 to $29,999","Estimate; Total: - $30,000 to $34,999","Estimate; Total: - $35,000 to $39,999","Estimate; Total: - $40,000 to $44,999","Estimate; Total: - $45,000 to $49,999","Estimate; Total: - $50,000 to $59,999","Estimate; Total: - $60,000 to $74,999","Estimate; Total: - $75,000 to $99,999","Estimate; Total: - $100,000 to $124,999","Estimate; Total: - $125,000 to $149,999","Estimate; Total: - $150,000 to $199,999","Estimate; Total: - $200,000 or more",
1594,1500000US360470702021,360470702021,"Block Group 1, Census Tract 702.02, Kings County, New York",27,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,"POLYGON ((-73.919296 40.606947, -73.91781999999999 40.606391, -73.917254 40.606731, -73.912994 40.60286, -73.90657299999999 40.603649, -73.901445 40.604354, -73.89861999999999 40.604609, -73.898741 40.60389199999999, -73.88493199999999 40.604702, -73.87855499999999 40.589884, -73.87853699999999 40.587188, -73.876695 40.584919, -73.879711 40.580131, -73.881736 40.579154, -73.88773499999999 40.578009, -73.888139 40.578742, -73.90266199999999 40.591643, -73.904957 40.593956, -73.918224 40.605805, -73.919296 40.606947))"
1595,1500000US360470702030,360470702030,"Block Group 0, Census Tract 702.03, Kings County, New York",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"POLYGON ((-73.89230599999999 40.620556, -73.88239 40.627542, -73.87395699999999 40.633773, -73.85502099999999 40.64309799999999, -73.85493799999999 40.64265, -73.848338 40.643521, -73.83765199999999 40.63284, -73.84242399999999 40.631533, -73.84445699999999 40.629848, -73.84110199999999 40.624556, -73.83623799999999 40.631111, -73.83304099999999 40.62826099999999, -73.833422 40.626782, -73.83508999999999 40.623109, -73.834215 40.620276, -73.835853 40.619769, -73.83496199999999 40.61778, -73.83774099999999 40.615509, -73.834008 40.614425, -73.834283 40.609186, -73.836102 40.60736199999999, -73.835876 40.605637, -73.842017 40.598313, -73.844437 40.595855, -73.84667999999999 40.593209, -73.849852 40.588669, -73.85493699999999 40.585974, -73.859492 40.583938, -73.866005 40.581001, -73.86751 40.580229, -73.863705 40.585657, -73.863 40.588157, -73.864762 40.591493, -73.86811 40.592446, -73.869406 40.593311, -73.87053999999999 40.593075, -73.872637 40.59101099999999, -73.871706 40.587274, -73.86900899999999 40.587776, -73.871284 40.584097, -73.869232 40.579342, -73.87141799999999 40.578535, -73.884456 40.60944, -73.887051 40.61631999999999, -73.89230599999999 40.620556), (-73.879897 40.617039, -73.879195 40.615454, -73.872681 40.615832, -73.86694 40.617726, -73.864886 40.620349, -73.86581799999999 40.622448, -73.86477099999999 40.628152, -73.867395 40.628078, -73.871195 40.62606, -73.877878 40.621726, -73.879972 40.618537, -73.879897 40.617039), (-73.871605 40.610646, -73.87066799999999 40.608683, -73.869281 40.606157, -73.869067 40.609022, -73.870761 40.610873, -73.87038199999999 40.612584, -73.87156499999999 40.61338, -73.871605 40.610646), (-73.87108099999999 40.598901, -73.870195 40.598997, -73.87026299999999 40.601681, -73.87049499999999 40.602604, -73.87108099999999 40.598901), (-73.86551399999999 40.60047, -73.85873099999999 40.59598, -73.853825 40.597537, -73.85278599999999 40.600121, -73.86140499999999 40.602835, -73.86551399999999 40.60047), (-73.856488 40.619519, -73.850869 40.62021499999999, -73.848598 40.622059, -73.849611 40.622964, -73.84545799999999 40.623722, -73.842902 40.623441, -73.844775 40.624993, -73.84547499999999 40.623993, -73.852233 40.622832, -73.85151399999999 40.620903, -73.85323199999999 40.620478, -73.85534199999999 40.622175, -73.857518 40.620289, -73.856488 40.619519), (-73.85696299999999 40.631564, -73.857175 40.630298, -73.85535299999999 40.630688, -73.854283 40.632225, -73.852895 40.632938, -73.849391 40.632315, -73.84770899999999 40.633466, -73.84788 40.636618, -73.84626899999999 40.637088, -73.846304 40.638468, -73.84442799999999 40.639099, -73.846017 40.639052, -73.84765 40.638023, -73.848079 40.637275, -73.848091 40.634818, -73.849424 40.634141, -73.84967499999999 40.632507, -73.85448599999999 40.633347, -73.85504999999999 40.63185, -73.857494 40.632215, -73.85696299999999 40.631564), (-73.85414 40.606644, -73.85314099999999 40.608363, -73.85457199999999 40.609593, -73.85142499999999 40.609144, -73.849384 40.609861, -73.84972499999999 40.612134, -73.852266 40.6103, -73.856775 40.610969, -73.85414 40.606644), (-73.84961 40.606017, -73.845145 40.604797, -73.848356 40.605312, -73.84491 40.603706, -73.845561 40.606978, -73.84381399999999 40.604348, -73.840794 40.605644, -73.84076999999999 40.606734, -73.838684 40.608173, -73.836725 40.612568, -73.840287 40.610681, -73.84123199999999 40.612637, -73.84566 40.613834, -73.84591999999999 40.609674, -73.844826 40.608243, -73.84670799999999 40.608041, -73.84961 40.606017))"
1596,1500000US360470702031,360470702031,"Block Group 1, Census Tract 702.03, Kings County, New York",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MULTIPOLYGON (((-73.836102 40.60736199999999, -73.834283 40.609186, -73.834463 40.607193, -73.835876 40.605637, -73.836102 40.60736199999999)), ((-73.83496199999999 40.61778, -73.835853 40.619769, -73.834215 40.620276, -73.83508999999999 40.623109, -73.833422 40.626782, -73.834008 40.614425, -73.83774099999999 40.615509, -73.83496199999999 40.61778)), ((-73.84242399999999 40.631533, -73.83765199999999 40.63284, -73.83623799999999 40.631111, -73.84110199999999 40.624556, -73.84445699999999 40.629848, -73.84242399999999 40.631533)), ((-73.84670799999999 40.608041, -73.844826 40.608243, -73.84591999999999 40.609674, -73.84566 40.613834, -73.84123199999999 40.612637, -73.840287 40.610681, -73.836725 40.612568, -73.838684 40.608173, -73.84076999999999 40.606734, -73.840794 40.605644, -73.84381399999999 40.604348, -73.845561 40.606978, -73.84491 40.603706, -73.848356 40.605312, -73.845145 40.604797, -73.84961 40.606017, -73.84670799999999 40.608041)), ((-73.856775 40.610969, -73.852266 40.6103, -73.84972499999999 40.612134, -73.849384 40.609861, -73.85142499999999 40.609144, -73.85457199999999 40.609593, -73.85314099999999 40.608363, -73.85414 40.606644, -73.856775 40.610969)), ((-73.857494 40.632215, -73.85504999999999 40.63185, -73.85448599999999 40.633347, -73.84967499999999 40.632507, -73.849424 40.634141, -73.848091 40.634818, -73.848079 40.637275, -73.84765 40.638023, -73.846017 40.639052, -73.84442799999999 40.639099, -73.846304 40.638468, -73.84626899999999 40.637088, -73.84788 40.636618, -73.84770899999999 40.633466, -73.849391 40.632315, -73.852895 40.632938, -73.854283 40.632225, -73.85535299999999 40.630688, -73.857175 40.630298, -73.85696299999999 40.631564, -73.857494 40.632215)), ((-73.857518 40.620289, -73.85534199999999 40.622175, -73.85323199999999 40.620478, -73.85151399999999 40.620903, -73.852233 40.622832, -73.84547499999999 40.623993, -73.844775 40.624993, -73.842902 40.623441, -73.84545799999999 40.623722, -73.849611 40.622964, -73.848598 40.622059, -73.850869 40.62021499999999, -73.856488 40.619519, -73.857518 40.620289)), ((-73.86140499999999 40.602835, -73.85278599999999 40.600121, -73.853825 40.597537, -73.85873099999999 40.59598, -73.86551399999999 40.60047, -73.86140499999999 40.602835)), ((-73.87049499999999 40.602604, -73.87026299999999 40.601681, -73.870195 40.598997, -73.87108099999999 40.598901, -73.87049499999999 40.602604)), ((-73.87156499999999 40.61338, -73.87038199999999 40.612584, -73.870761 40.610873, -73.869067 40.609022, -73.869281 40.606157, -73.87066799999999 40.608683, -73.871605 40.610646, -73.87156499999999 40.61338)), ((-73.872637 40.59101099999999, -73.87053999999999 40.593075, -73.869406 40.593311, -73.86811 40.592446, -73.864762 40.591493, -73.863 40.588157, -73.863705 40.585657, -73.86751 40.580229, -73.869232 40.579342, -73.871284 40.584097, -73.86900899999999 40.587776, -73.871706 40.587274, -73.872637 40.59101099999999)), ((-73.879972 40.618537, -73.877878 40.621726, -73.871195 40.62606, -73.867395 40.628078, -73.86477099999999 40.628152, -73.86581799999999 40.622448, -73.864886 40.620349, -73.86694 40.617726, -73.872681 40.615832, -73.879195 40.615454, -73.879897 40.617039, -73.879972 40.618537)))"
1597,1500000US360470706000,360470706000,"Block Group 0, Census Tract 706, Kings County, New York",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"POLYGON ((-73.89826099999999 40.622989, -73.89230599999999 40.620556, -73.887051 40.61631999999999, -73.884456 40.60944, -73.891953 40.605525, -73.89861999999999 40.604609, -73.898551 40.605325, -73.89153 40.609288, -73.888751 40.608911, -73.88733499999999 40.609566, -73.89701699999999 40.621568, -73.90016299999999 40.621677, -73.89826099999999 40.622989))"
1598,1500000US360470706001,360470706001,"Block Group 1, Census Tract 706, Kings County, New York",663,0,8,18,58,8,15,33,0,29,16,162,101,118,20,43,34,"POLYGON ((-73.904915 40.618664, -73.904201 40.619127, -73.89923899999999 40.614666, -73.902035 40.61284, -73.907072 40.617265, -73.904915 40.618664))"
1599,1500000US360470706002,360470706002,"Block Group 2, Census Tract 706, Kings County, New York",368,0,19,17,7,6,31,21,0,7,17,30,86,45,0,42,40,"POLYGON ((-73.908928 40.618877, -73.907072 40.617265, -73.902035 40.61284, -73.89923899999999 40.614666, -73.904201 40.619127, -73.902744 40.620068, -73.90016299999999 40.621677, -73.89701699999999 40.621568, -73.88733499999999 40.609566, -73.888751 40.608911, -73.89153 40.609288, -73.898551 40.605325, -73.89861999999999 40.604609, -73.901445 40.604354, -73.901698 40.608223, -73.90319 40.611489, -73.91025999999999 40.61778, -73.908928 40.618877))"
1600,1500000US360470720001,360470720001,"Block Group 1, Census Tract 720, Kings County, New York",640,52,13,12,2,49,34,44,34,0,76,80,60,100,44,28,12,"POLYGON ((-73.92400499999999 40.628567, -73.920418 40.630904, -73.918604 40.632096, -73.918162 40.628005, -73.91799499999999 40.626458, -73.920869 40.626251, -73.92111899999999 40.628586, -73.92429799999999 40.628386, -73.92400499999999 40.628567))"
1601,1500000US360470722001,360470722001,"Block Group 1, Census Tract 722, Kings County, New York",557,11,0,12,36,25,27,16,19,17,46,94,40,109,21,33,51,"POLYGON ((-73.925456 40.633028, -73.92258699999999 40.633209, -73.920683 40.63333, -73.918852 40.634483, -73.918604 40.632096, -73.920418 40.630904, -73.924239 40.630749, -73.92520499999999 40.630689, -73.925456 40.633028))"
1602,1500000US360470722002,360470722002,"Block Group 2, Census Tract 722, Kings County, New York",439,9,29,30,11,0,0,50,40,24,34,58,77,0,30,38,9,"POLYGON ((-73.930312 40.632726, -73.92983599999999 40.632756, -73.925456 40.633028, -73.92520499999999 40.630689, -73.92811399999999 40.630506, -73.930054 40.630389, -73.93026999999999 40.632313, -73.930312 40.632726))"
1603,1500000US360470724001,360470724001,"Block Group 1, Census Tract 724, Kings County, New York",367,20,0,0,38,0,48,23,2,21,19,10,45,33,77,0,31,"POLYGON ((-73.92570599999999 40.635367, -73.922832 40.635543, -73.92258699999999 40.633209, -73.925456 40.633028, -73.92570599999999 40.635367))"
1604,1500000US360470724002,360470724002,"Block Group 2, Census Tract 724, Kings County, New York",260,12,0,10,10,0,6,4,5,10,16,15,40,55,20,41,16,"POLYGON ((-73.93153099999999 40.635006, -73.927448 40.635259, -73.92570599999999 40.635367, -73.925456 40.633028, -73.92983599999999 40.632756, -73.930312 40.632726, -73.93127299999999 40.632666, -73.93153099999999 40.635006))"
1605,1500000US360470726001,360470726001,"Block Group 1, Census Tract 726, Kings County, New York",771,27,0,10,55,31,44,12,28,7,81,69,99,187,43,64,14,"POLYGON ((-73.93726699999999 40.634651, -73.93439499999999 40.634827, -73.93342699999999 40.634884, -73.9325 40.634947, -73.93153099999999 40.635006, -73.93127299999999 40.632666, -73.930312 40.632726, -73.93026999999999 40.632313, -73.930054 40.630389, -73.93102499999999 40.630329, -73.931983 40.630269, -73.93245499999999 40.63024, -73.9358 40.630032, -73.936767 40.629973, -73.93701299999999 40.632304, -73.93726699999999 40.634651))"
1606,1500000US360470728001,360470728001,"Block Group 1, Census Tract 728, Kings County, New York",1069,82,44,48,35,30,42,23,44,35,108,104,169,152,22,77,54,"POLYGON ((-73.92811399999999 40.630506, -73.92520499999999 40.630689, -73.924239 40.630749, -73.920418 40.630904, -73.92400499999999 40.628567, -73.92429799999999 40.628386, -73.925927 40.628288, -73.927865 40.628167, -73.92811399999999 40.630506))"
1607,1500000US360470728002,360470728002,"Block Group 2, Census Tract 728, Kings County, New York",360,26,10,0,0,8,15,52,17,36,29,45,38,11,23,50,0,"POLYGON ((-73.931983 40.630269, -73.93102499999999 40.630329, -73.930054 40.630389, -73.92811399999999 40.630506, -73.927865 40.628167, -73.931743 40.62793, -73.931983 40.630269))"
1608,1500000US360470730001,360470730001,"Block Group 1, Census Tract 730, Kings County, New York",482,0,25,15,22,20,16,23,48,0,46,0,46,16,33,142,30,"POLYGON ((-73.931743 40.62793, -73.927865 40.628167, -73.925927 40.628288, -73.92429799999999 40.628386, -73.92491799999999 40.627984, -73.925826 40.627392, -73.926709 40.626821, -73.928316 40.625785, -73.92862199999999 40.625767, -73.931494 40.625594, -73.931743 40.62793))"
1609,1500000US360470730002,360470730002,"Block Group 2, Census Tract 730, Kings County, New York",343,37,6,7,7,23,18,0,7,13,6,27,30,45,30,72,15,"POLYGON ((-73.933421 40.625468, -73.931494 40.625594, -73.92862199999999 40.625767, -73.928316 40.625785, -73.928606 40.625605, -73.93130699999999 40.62385, -73.93124999999999 40.623321, -73.93219499999999 40.623269, -73.93310000000001 40.622694, -73.933122 40.622822, -73.933421 40.625468))"
1610,1500000US360470732001,360470732001,"Block Group 1, Census Tract 732, Kings County, New York",436,25,28,23,18,14,6,0,9,63,41,16,46,57,22,26,42,"POLYGON ((-73.93554899999999 40.627692, -73.932664 40.627872, -73.932506 40.627882, -73.931743 40.62793, -73.931494 40.625594, -73.933421 40.625468, -73.933449 40.625704, -73.935349 40.625835, -73.93554899999999 40.627692))"
1611,1500000US360470732002,360470732002,"Block Group 2, Census Tract 732, Kings County, New York",391,13,5,7,18,6,15,10,18,63,7,44,53,36,22,47,27,"POLYGON ((-73.9358 40.630032, -73.93245499999999 40.63024, -73.931983 40.630269, -73.931743 40.62793, -73.932506 40.627882, -73.932664 40.627872, -73.93554899999999 40.627692, -73.9358 40.630032))"
1612,1500000US360470734001,360470734001,"Block Group 1, Census Tract 734, Kings County, New York",297,0,0,12,10,0,25,7,22,23,0,31,35,58,24,4,46,"POLYGON ((-73.939605 40.629795, -73.936767 40.629973, -73.9358 40.630032, -73.93554899999999 40.627692, -73.939356 40.627458, -73.939605 40.629795))"
1613,1500000US360470734002,360470734002,"Block Group 2, Census Tract 734, Kings County, New York",349,15,0,14,9,12,21,31,16,0,54,44,29,56,30,18,0,"POLYGON ((-73.939356 40.627458, -73.93554899999999 40.627692, -73.935349 40.625835, -73.937288 40.625715, -73.93915699999999 40.6256, -73.939356 40.627458))"
1614,1500000US360470736001,360470736001,"Block Group 1, Census Tract 736, Kings County, New York",493,93,19,24,0,10,27,26,16,13,52,74,92,30,0,0,17,"POLYGON ((-73.937288 40.625715, -73.935349 40.625835, -73.933449 40.625704, -73.933421 40.625468, -73.933122 40.622822, -73.93486 40.624432, -73.935464 40.623874, -73.937288 40.625715))"
1615,1500000US360470736002,360470736002,"Block Group 2, Census Tract 736, Kings County, New York",467,52,9,28,22,23,21,57,5,10,30,37,59,47,9,50,8,"POLYGON ((-73.93561099999999 40.623571, -73.935464 40.623874, -73.93486 40.624432, -73.933122 40.622822, -73.93310000000001 40.622694, -73.93537999999999 40.621216, -73.93663699999999 40.622401, -73.93561099999999 40.623571))"
1616,1500000US360470736003,360470736003,"Block Group 3, Census Tract 736, Kings County, New York",303,19,17,33,32,10,29,0,46,21,31,9,12,41,0,3,0,"POLYGON ((-73.93915699999999 40.6256, -73.937288 40.625715, -73.935464 40.623874, -73.93561099999999 40.623571, -73.93663699999999 40.622401, -73.937226 40.622958, -73.93955699999999 40.625158, -73.93915699999999 40.6256))"
1617,1500000US360470738001,360470738001,"Block Group 1, Census Tract 738, Kings County, New York",426,35,0,0,0,8,26,14,36,57,21,75,54,44,41,15,0,"POLYGON ((-73.941681 40.624907, -73.94072 40.625015, -73.93955699999999 40.625158, -73.937226 40.622958, -73.939335 40.622725, -73.94026599999999 40.622623, -73.94122899999999 40.62251699999999, -73.941681 40.624907))"
1618,1500000US360470738002,360470738002,"Block Group 2, Census Tract 738, Kings County, New York",424,44,17,29,14,64,9,34,23,0,13,80,58,0,21,18,0,"POLYGON ((-73.94122899999999 40.62251699999999, -73.94026599999999 40.622623, -73.939335 40.622725, -73.937226 40.622958, -73.93663699999999 40.622401, -73.93911899999999 40.621565, -73.94085099999999 40.620458, -73.94122899999999 40.62251699999999))"
1619,1500000US360470738003,360470738003,"Block Group 3, Census Tract 738, Kings County, New York",340,0,0,6,34,0,13,16,32,0,19,30,6,62,60,19,43,"POLYGON ((-73.94085099999999 40.620458, -73.93911899999999 40.621565, -73.93663699999999 40.622401, -73.93537999999999 40.621216, -73.936336 40.620611, -73.940805 40.620125, -73.94085099999999 40.620458))"
1620,1500000US360470740001,360470740001,"Block Group 1, Census Tract 740, Kings County, New York",610,79,12,47,26,0,33,68,0,53,41,71,92,0,30,52,6,"POLYGON ((-73.943409 40.62956, -73.941509 40.629678, -73.939605 40.629795, -73.939356 40.627458, -73.94309299999999 40.62719, -73.943409 40.62956))"
1621,1500000US360470740002,360470740002,"Block Group 2, Census Tract 740, Kings County, New York",543,34,11,0,44,15,44,5,58,0,68,40,106,26,52,19,21,"POLYGON ((-73.94309299999999 40.62719, -73.939356 40.627458, -73.93915699999999 40.6256, -73.93955699999999 40.625158, -73.94072 40.625015, -73.941681 40.624907, -73.942645 40.6248, -73.94309299999999 40.62719))"
1622,1500000US360470742001,360470742001,"Block Group 1, Census Tract 742, Kings County, New York",509,12,25,4,29,0,18,6,42,12,12,36,137,82,23,45,26,"POLYGON ((-73.946327 40.62927699999999, -73.94540099999999 40.629378, -73.94415499999999 40.629508, -73.943409 40.62956, -73.94309299999999 40.62719, -73.942645 40.6248, -73.944496 40.624598, -73.94494999999999 40.626987, -73.945877 40.626886, -73.946327 40.62927699999999))"
1623,1500000US360470742002,360470742002,"Block Group 2, Census Tract 742, Kings County, New York",491,18,49,17,16,37,42,19,27,9,41,13,71,93,9,17,13,"POLYGON ((-73.947327 40.629166, -73.946327 40.62927699999999, -73.945877 40.626886, -73.94494999999999 40.626987, -73.944496 40.624598, -73.945425 40.624496, -73.946422 40.624385, -73.94687499999999 40.626774, -73.947327 40.629166))"
1624,1500000US360470744001,360470744001,"Block Group 1, Census Tract 744, Kings County, New York",298,6,0,32,21,17,0,4,0,28,0,42,15,55,18,21,39,"POLYGON ((-73.945425 40.624496, -73.944496 40.624598, -73.942645 40.6248, -73.941681 40.624907, -73.94122899999999 40.62251699999999, -73.94404399999999 40.622208, -73.94497 40.622105, -73.945425 40.624496))"
1625,1500000US360470744002,360470744002,"Block Group 2, Census Tract 744, Kings County, New York",338,18,10,0,23,0,11,27,0,0,36,39,25,45,0,74,30,"POLYGON ((-73.94497 40.622105, -73.94404399999999 40.622208, -73.94122899999999 40.62251699999999, -73.94085099999999 40.620458, -73.940805 40.620125, -73.943591 40.619816, -73.944518 40.61971399999999, -73.94497 40.622105))"
1626,1500000US360470746001,360470746001,"Block Group 1, Census Tract 746, Kings County, New York",407,23,24,8,23,26,7,3,19,24,19,21,64,70,21,29,26,"POLYGON ((-73.94319399999999 40.617678, -73.941141 40.619724, -73.940805 40.620125, -73.936336 40.620611, -73.93686699999999 40.620253, -73.93971599999999 40.618406, -73.94045299999999 40.617929, -73.941282 40.61763, -73.943145 40.61742599999999, -73.94346999999999 40.617385, -73.94319399999999 40.617678))"
1627,1500000US360470746002,360470746002,"Block Group 2, Census Tract 746, Kings County, New York",232,18,15,7,22,12,36,28,4,0,4,13,27,13,4,15,14,"POLYGON ((-73.94651399999999 40.619494, -73.944518 40.61971399999999, -73.943591 40.619816, -73.940805 40.620125, -73.941141 40.619724, -73.94319399999999 40.617678, -73.94346999999999 40.617385, -73.944827 40.616046, -73.94573699999999 40.61536299999999, -73.946067 40.617104, -73.94651399999999 40.619494))"
1628,1500000US360470748001,360470748001,"Block Group 1, Census Tract 748, Kings County, New York",414,39,24,21,64,3,23,49,7,7,17,19,59,15,6,49,12,"POLYGON ((-73.94741999999999 40.62427599999999, -73.946422 40.624385, -73.945425 40.624496, -73.94497 40.622105, -73.944518 40.61971399999999, -73.94651399999999 40.619494, -73.94741999999999 40.62427599999999))"
1629,1500000US360470748002,360470748002,"Block Group 2, Census Tract 748, Kings County, New York",225,9,34,7,0,0,4,0,17,0,10,9,33,3,16,47,36,"POLYGON ((-73.949274 40.624072, -73.94741999999999 40.62427599999999, -73.94651399999999 40.619494, -73.948369 40.619291, -73.94882 40.621682, -73.949274 40.624072))"
1630,1500000US360470750001,360470750001,"Block Group 1, Census Tract 750, Kings County, New York",398,28,18,28,25,12,28,40,26,6,24,25,45,28,41,20,4,"POLYGON ((-73.951106 40.62875, -73.950177 40.62885199999999, -73.947327 40.629166, -73.94687499999999 40.626774, -73.947874 40.626666, -73.950661 40.626361, -73.951106 40.62875))"
1631,1500000US360470750002,360470750002,"Block Group 2, Census Tract 750, Kings County, New York",575,61,12,31,34,16,50,56,38,4,60,75,33,72,4,16,13,"POLYGON ((-73.950661 40.626361, -73.947874 40.626666, -73.94687499999999 40.626774, -73.946422 40.624385, -73.94741999999999 40.62427599999999, -73.949274 40.624072, -73.95020199999999 40.623971, -73.950661 40.626361))"
1632,1500000US360470752001,360470752001,"Block Group 1, Census Tract 752, Kings County, New York",297,10,18,0,9,11,10,0,6,54,27,28,18,6,10,33,57,"POLYGON ((-73.95488499999999 40.628336, -73.951106 40.62875, -73.950661 40.626361, -73.95020199999999 40.623971, -73.95212599999999 40.623759, -73.953052 40.623658, -73.95398299999999 40.623555, -73.95488499999999 40.628336))"
1633,1500000US360470754001,360470754001,"Block Group 1, Census Tract 754, Kings County, New York",247,11,0,0,3,19,4,0,0,0,8,29,43,43,34,37,16,"POLYGON ((-73.953052 40.623658, -73.95212599999999 40.623759, -73.95020199999999 40.623971, -73.949274 40.624072, -73.94882 40.621682, -73.95166999999999 40.621369, -73.95260499999999 40.621267, -73.953052 40.623658))"
1634,1500000US360470754002,360470754002,"Block Group 2, Census Tract 754, Kings County, New York",199,0,5,0,0,19,5,0,0,16,23,14,43,31,18,0,25,"POLYGON ((-73.95260499999999 40.621267, -73.95166999999999 40.621369, -73.94882 40.621682, -73.948369 40.619291, -73.950256 40.619083, -73.95122099999999 40.618978, -73.95214799999999 40.618875, -73.95260499999999 40.621267))"
1635,1500000US360470756001,360470756001,"Block Group 1, Census Tract 756, Kings County, New York",314,47,26,0,0,22,21,16,4,6,9,20,54,46,12,0,31,"POLYGON ((-73.948369 40.619291, -73.94651399999999 40.619494, -73.946067 40.617104, -73.94573699999999 40.61536299999999, -73.946574 40.61478899999999, -73.947458 40.614199, -73.94791699999999 40.6169, -73.948369 40.619291))"
1636,1500000US360470756002,360470756002,"Block Group 2, Census Tract 756, Kings County, New York",334,0,36,16,0,14,25,12,0,0,0,62,16,68,43,7,35,"POLYGON ((-73.950256 40.619083, -73.948369 40.619291, -73.94791699999999 40.6169, -73.947458 40.614199, -73.94930599999999 40.614031, -73.94981199999999 40.616692, -73.950256 40.619083))"
1637,1500000US360470758001,360470758001,"Block Group 1, Census Tract 758, Kings County, New York",275,21,0,6,7,0,0,29,0,0,3,12,12,49,31,21,84,"POLYGON ((-73.95307799999999 40.618775, -73.95214799999999 40.618875, -73.95122099999999 40.618978, -73.950256 40.619083, -73.94981199999999 40.616692, -73.94930599999999 40.614031, -73.950265 40.613924, -73.95211999999999 40.613721, -73.95262699999999 40.616384, -73.95307799999999 40.618775))"
1638,1500000US360470758002,360470758002,"Block Group 2, Census Tract 758, Kings County, New York",386,44,16,18,58,8,19,28,5,0,0,36,48,5,55,17,29,"POLYGON ((-73.95503699999999 40.618558, -73.954003 40.618672, -73.95307799999999 40.618775, -73.95262699999999 40.616384, -73.95211999999999 40.613721, -73.953046 40.61362, -73.953553 40.616281, -73.954587 40.616169, -73.95503699999999 40.618558))"
1639,1500000US360470760001,360470760001,"Block Group 1, Census Tract 760, Kings County, New York",119,0,0,0,0,0,0,0,0,6,6,0,5,7,42,16,37,"POLYGON ((-73.954908 40.623454, -73.95398299999999 40.623555, -73.953052 40.623658, -73.95260499999999 40.621267, -73.95214799999999 40.618875, -73.95307799999999 40.618775, -73.954003 40.618672, -73.954908 40.623454))"
1640,1500000US360470760002,360470760002,"Block Group 2, Census Tract 760, Kings County, New York",380,94,37,22,0,17,28,44,0,0,26,18,26,52,0,16,0,"POLYGON ((-73.955941 40.62334, -73.954908 40.623454, -73.954003 40.618672, -73.95503699999999 40.618558, -73.95549099999999 40.62095, -73.955941 40.62334))"
1641,1500000US360470760003,360470760003,"Block Group 3, Census Tract 760, Kings County, New York",506,102,48,63,16,7,80,8,0,5,15,37,74,22,22,7,0,"POLYGON ((-73.958088 40.623105, -73.955941 40.62334, -73.95549099999999 40.62095, -73.95763199999999 40.620714, -73.958088 40.623105))"
1642,1500000US360470762001,360470762001,"Block Group 1, Census Tract 762, Kings County, New York",203,5,13,16,0,9,0,0,0,0,29,44,8,8,13,49,9,"POLYGON ((-73.95639299999999 40.62573, -73.955364 40.625844, -73.95581199999999 40.628234, -73.95488499999999 40.628336, -73.95398299999999 40.623555, -73.954908 40.623454, -73.955941 40.62334, -73.95639299999999 40.62573))"
1643,1500000US360470762002,360470762002,"Block Group 2, Census Tract 762, Kings County, New York",666,88,66,51,11,18,29,82,13,7,73,74,73,27,22,7,25,"POLYGON ((-73.95899399999999 40.627886, -73.95805299999999 40.627972, -73.957595 40.625598, -73.95639299999999 40.62573, -73.955941 40.62334, -73.958088 40.623105, -73.95899399999999 40.627886))"
1644,1500000US360470762003,360470762003,"Block Group 3, Census Tract 762, Kings County, New York",730,108,42,31,32,38,52,41,20,124,29,20,102,26,8,40,17,"POLYGON ((-73.95805299999999 40.627972, -73.956847 40.62812, -73.95581199999999 40.628234, -73.955364 40.625844, -73.95639299999999 40.62573, -73.957595 40.625598, -73.95805299999999 40.627972))"
1645,1500000US360470764001,360470764001,"Block Group 1, Census Tract 764, Kings County, New York",545,0,0,6,20,0,41,54,0,37,47,163,53,38,71,0,15,"POLYGON ((-73.960409 40.63536, -73.959525 40.635786, -73.9584 40.636327, -73.958198 40.635289, -73.957753 40.632903, -73.95895399999999 40.632771, -73.959898 40.632668, -73.960409 40.63536))"
1646,1500000US360470764002,360470764002,"Block Group 2, Census Tract 764, Kings County, New York",347,22,22,36,45,27,10,32,12,9,18,0,20,55,0,0,39,"POLYGON ((-73.959898 40.632668, -73.95895399999999 40.632771, -73.957753 40.632903, -73.95729899999999 40.630512, -73.9585 40.630381, -73.959445 40.630277, -73.959898 40.632668))"
1647,1500000US360470764003,360470764003,"Block Group 3, Census Tract 764, Kings County, New York",350,35,16,67,20,3,20,36,15,3,23,14,21,6,0,60,11,"POLYGON ((-73.959445 40.630277, -73.9585 40.630381, -73.95729899999999 40.630512, -73.95712399999999 40.629586, -73.956847 40.62812, -73.95805299999999 40.627972, -73.95899399999999 40.627886, -73.959445 40.630277))"
